weight,gripForce
31.9,33.2
84.0,48.1
66.0,52.1
76.8,62.3
70.9,29.6
84.9,71.0
58.1,43.6
69.6,35.3
61.4,29.3
71.3,66.8
93.8,134.62451
56.6,31.8
47.0,36.4
79.2,25.2
63.8,49.6
74.3,54.4
79.3,66.0
60.1,42.7
57.7,29.5
53.5,41.4
80.3,103.41224
69.2,57.7
1.5,43.2
74.7,64.6
76.3,57.2
74.8,35.8
66.7,48.4
46.7,30.0
66.5,47.3
57.6,28.9
58.0,29.3
70.5,60.2
66.7,53.4
66.5,47.0
51.2,29.6
66.5,44.4
71.9,61.1
53.2,33.5
60.0,28.8
0.3,127.23179
76.1,39.0
54.2,37.9
95.2,50.0
61.9,25.4
73.8,48.8
71.2,58.4
63.4,48.5
65.4,37.7
78.5,52.3
86.3,39.6
51.4,27.2
56.8,24.5
67.1,52.6
54.7,28.1
75.9,57.6
85.9,61.7
73.0,59.2
75.2,43.4
55.5,54.2
48.5,18.4
71.5,29.9
69.8,48.0
71.2,46.8
77.7,41.5
83.2,69.7
69.3,53.2
60.9,33.5
44.4,27.4
53.2,33.2
68.0,47.2
69.6,47.5
72.6,49.4
79.5,169.14388
73.2,25.9
72.0,41.0
81.2,34.9
47.6,22.3
66.4,49.3
95.4,84.6
86.4,57.1
67.9,39.6
73.7,55.0
76.3,59.5
78.0,60.2
68.9,61.9
68.7,42.7
50.5,27.6
79.9,62.5
77.2,48.1
69.5,59.0
76.9,54.1
85.1,67.8
86.2,62.2
57.2,39.5
66.8,47.5
74.5,42.4
195.9,28.6
78.8,52.2
67.8,35.6
57.4,36.6
78.7,48.4
52.6,32.8
79.6,61.8
51.2,36.8
67.8,40.1
62.9,45.6
46.7,26.9
72.0,45.2
86.5,49.8
70.9,52.9
53.6,32.2
9.2,24.7
70.6,54.1
51.5,34.1
62.3,29.9
58.0,162.32645
74.9,146.18478
55.1,20.4
71.0,49.3
68.5,53.8
97.6,47.4
85.8,60.4
57.5,31.4
47.9,33.0
54.9,36.7
69.3,54.2
56.2,29.6
5.6,65.6
71.0,53.8
47.2,32.8
0.2,56.6
65.2,37.7
76.2,46.4
95.0,50.6
70.1,58.7
62.8,39.1
2.6,47.4
58.1,37.7
53.6,22.7
77.5,49.9
84.0,43.3
59.1,28.6
58.8,32.6
73.4,54.1
72.0,60.1
53.5,29.0
66.7,55.2
57.9,30.1
72.2,100.69742
62.7,34.8
75.7,50.8
85.1,55.8
75.0,57.6
71.9,53.5
55.3,23.6
1.0,24.2
67.9,39.1
73.2,48.1
58.9,50.2
55.1,23.6
77.2,55.7
50.0,36.1
71.9,56.3
53.4,33.8
48.1,32.3
57.0,28.6
72.0,48.7
64.3,24.5
49.6,25.8
59.1,22.3
63.5,32.2
58.5,35.5
70.3,50.9
75.9,72.8
62.4,38.0
53.1,26.4
72.2,55.1
68.7,47.2
160.4,68.2
54.4,23.4
88.6,61.6
59.3,55.9
71.8,41.2
69.3,55.9
62.5,43.3
3.6,50.4
48.7,20.4
76.9,63.8
85.3,165.12787
45.6,26.6
50.0,28.8
80.1,68.8
62.8,22.7
69.4,44.5
49.3,23.2
62.3,26.2
62.8,41.4
74.7,50.6
57.5,29.9
87.6,63.7
73.5,134.39903
3.2,62.0
69.6,52.8
61.2,48.6
nan,130.76477
67.5,33.6
67.0,48.7
56.1,34.3
65.6,41.2
79.7,48.0
76.1,65.0
63.8,44.9
55.1,30.7
86.1,50.4
65.9,48.4
55.3,39.4
67.5,46.4
74.0,54.6
nan,28.4
47.7,27.6
189.7,61.6
56.1,27.1
61.6,49.1
57.9,34.7
49.4,30.2
63.6,53.2
74.0,48.0
59.6,52.3
54.2,34.8
74.2,49.2
100.4,54.1
73.4,46.9
77.6,46.0
79.9,45.8
85.0,53.3
55.7,35.2
55.1,25.0
51.7,28.6
70.2,48.8
68.9,43.9
181.0,33.5
81.0,67.1
56.0,33.0
68.6,122.75651
72.9,63.1
74.3,58.9
102.0,57.4
69.5,63.1
56.6,24.1
54.3,31.6
65.8,51.4
65.3,35.3
57.4,32.4
67.2,32.5
68.1,58.6
67.5,50.6
75.6,57.7
51.5,29.3
78.0,62.4
88.9,61.2
60.5,33.0
74.5,42.5
55.3,32.6
54.5,52.7
50.2,39.1
59.5,36.0
83.0,52.9
65.9,53.4
56.0,31.1
63.6,49.1
79.5,67.4
66.9,43.2
70.8,29.9
90.5,51.7
61.5,44.3
69.3,39.6
69.5,47.4
63.7,48.7
64.0,50.4
89.3,41.5
69.4,46.3
72.6,57.1
68.2,40.7
56.9,38.2
62.8,42.4
48.9,25.9
73.8,127.92786
57.7,37.6
56.3,23.6
74.7,54.4
45.1,27.2
70.4,41.4
72.0,46.3
75.8,58.2
78.2,55.0
72.5,34.8
51.7,30.1
49.3,24.0
nan,53.5
67.9,52.4
7.3,62.4
79.1,60.5
64.3,156.7379
63.3,48.5
103.3,61.9
76.7,48.7
53.7,27.1
48.9,28.4
76.6,43.3
66.3,38.4
9.3,41.9
78.2,42.8
70.4,42.6
54.3,36.4
73.5,51.1
77.8,45.4
65.1,48.8
70.0,51.0
61.3,34.2
69.5,43.7
69.3,28.7
58.0,30.0
72.1,49.0
86.0,24.2
68.7,42.7
63.2,149.3272
69.0,36.0
69.7,52.3
51.7,193.62704
67.4,23.5
58.0,24.7
48.4,30.5
65.5,52.4
77.5,52.7
67.3,54.7
79.1,67.0
58.3,28.6
85.3,58.9
79.9,61.3
66.7,27.8
82.2,42.5
72.1,44.9
85.9,52.4
64.6,16.8
85.7,61.6
70.0,51.2
70.4,44.6
4.9,70.9
69.6,52.7
48.1,35.6
49.6,31.3
66.7,55.9
79.0,62.3
51.2,33.7
60.7,49.1
7.9,28.3
80.3,59.6
73.1,146.55904
67.5,45.6
77.3,53.4
43.2,31.6
72.1,55.8
70.6,44.0
76.9,58.2
83.0,58.2
54.6,38.3
78.4,64.8
63.5,36.2
66.4,46.4
77.2,58.6
49.5,24.1
62.4,39.6
59.4,38.5
188.2,68.9
67.0,51.6
67.2,39.2
51.8,43.1
77.3,53.3
58.0,35.0
78.8,65.3
68.4,59.0
91.2,112.029045
56.4,37.3
57.2,36.5
63.7,33.7
74.9,64.0
102.5,61.1
50.0,22.2
73.3,42.1
64.3,31.1
57.1,33.7
50.0,187.46399
70.2,60.7
76.3,40.1
81.5,44.8
66.3,48.2
60.0,73.2
160.8,63.0
97.0,52.8
45.7,38.0
97.4,62.0
64.7,173.12248
86.2,58.2
49.7,44.2
73.5,55.0
71.3,37.7
51.7,24.5
53.0,36.1
72.5,62.5
57.4,33.4
55.2,42.8
65.8,44.2
161.4,50.4
75.1,61.9
55.1,32.2
49.2,35.0
68.1,49.1
184.6,70.6
43.5,30.2
77.9,56.8
54.3,41.5
84.4,63.4
69.8,47.9
75.3,42.5
80.6,155.78987
69.8,47.5
87.0,58.7
59.5,26.5
79.4,60.6
75.8,62.0
70.4,51.8
52.4,27.4
77.3,56.3
85.8,61.2
62.4,45.6
1.6,24.2
56.2,39.1
77.1,124.824814
64.4,145.67699
169.7,34.4
47.9,21.5
61.3,39.1
72.6,6.4
75.4,53.3
63.6,28.4
80.1,164.1959
64.5,56.5
80.7,52.7
57.2,35.3
4.7,24.8
64.6,45.8
61.2,41.9
75.3,53.8
43.1,30.2
72.3,48.5
48.3,22.0
67.6,55.7
69.2,44.3
49.0,25.6
80.9,53.6
55.3,35.6
55.6,28.7
49.5,31.8
54.4,32.0
86.5,66.5
57.9,32.5
84.7,49.2
85.5,173.27318
56.2,26.0
67.9,51.7
76.4,49.7
93.4,58.0
51.5,31.6
67.0,34.3
72.3,58.4
82.8,66.2
65.0,47.3
166.2,40.3
64.9,46.7
81.7,54.6
73.1,66.1
62.0,68.0
75.6,57.7
66.2,58.3
168.2,30.7
84.1,34.9
56.3,42.6
nan,58.4
0.2,53.8
59.3,35.3
63.5,34.6
63.0,41.5
55.9,28.4
57.5,47.2
64.8,57.5
68.8,35.6
80.7,58.3
69.2,65.0
74.7,69.0
57.7,31.7
47.8,33.6
40.6,22.6
77.9,118.63349
56.7,26.0
86.0,49.1
63.2,36.0
nan,27.2
84.7,41.2
61.7,30.8
75.5,60.8
92.5,53.4
73.4,50.5
53.6,155.03911
60.9,52.0
101.4,78.1
65.8,48.1
58.8,33.5
63.6,51.4
63.5,40.9
74.8,110.403984
61.4,35.5
82.1,49.8
58.8,18.2
79.7,33.4
73.1,50.6
64.5,50.4
64.4,31.1
76.4,55.9
153.7,48.5
74.0,63.8
69.3,31.1
67.9,40.0
81.6,56.5
55.0,28.7
58.7,30.1
62.6,41.8
72.4,55.2
66.7,33.5
62.5,39.4
63.4,49.4
70.7,48.8
68.7,54.8
45.0,23.2
55.9,26.0
58.0,34.2
76.3,119.38591
78.9,107.029854
81.0,46.8
58.4,29.8
55.1,30.1
62.2,45.4
72.3,67.1
72.7,41.4
0.0,62.0
72.1,48.0
60.4,18.5
77.0,71.3
49.4,25.7
58.1,50.2
75.3,43.4
59.7,44.6
49.0,28.3
53.0,31.1
80.3,57.5
71.6,53.5
78.2,36.0
62.9,34.3
60.9,46.8
75.5,35.5
80.5,59.0
73.5,56.0
5.7,26.0
79.7,51.2
78.1,57.5
76.5,49.8
71.2,45.2
54.9,25.3
60.4,46.6
66.6,188.98402
56.3,39.6
66.0,37.6
50.7,29.0
63.1,38.2
68.7,52.2
164.6,35.6
51.4,27.1
84.9,50.4
62.9,51.8
70.7,57.6
66.2,53.3
72.0,53.0
72.6,61.6
46.6,24.1
154.5,42.0
43.5,25.1
64.8,42.0
51.5,38.0
70.8,46.3
62.9,54.6
49.1,30.8
72.3,61.7
51.1,28.1
59.6,26.9
86.3,52.6
53.7,25.7
82.2,47.2
62.1,49.4
64.3,40.6
67.3,48.5
82.5,58.6
58.7,31.6
75.0,57.2
74.3,56.8
57.2,32.3
160.0,33.0
110.1,61.1
82.5,60.7
80.3,65.0
55.0,31.7
77.4,73.2
76.8,52.9
63.2,34.4
63.1,104.91109
54.0,29.5
58.9,28.6
75.5,58.6
74.5,39.4
64.5,45.7
98.3,64.7
117.5,77.9
52.6,32.3
64.0,57.7
62.0,38.5
52.7,32.5
63.2,37.8
82.4,139.93518
66.3,49.2
72.2,58.8
74.9,58.7
61.1,25.4
54.5,29.9
65.9,31.0
66.5,43.0
70.0,189.87956
78.9,58.9
73.7,38.5
95.6,63.7
79.0,54.8
61.0,27.0
78.4,56.5
67.3,49.7
58.6,51.4
39.1,28.0
61.6,26.2
92.0,179.90533
81.4,74.9
70.7,50.5
66.7,61.4
65.8,49.4
61.1,38.9
70.9,55.6
74.4,50.6
65.1,50.4
52.9,36.4
50.1,36.7
4.7,34.2
79.6,53.9
67.2,29.3
73.2,51.7
73.0,46.9
64.6,40.3
50.3,27.8
62.5,43.6
62.6,46.4
49.8,26.9
65.7,57.6
78.2,54.6
70.4,47.3
80.2,57.7
67.0,45.6
56.2,28.1
69.2,52.6
55.1,23.8
56.9,35.3
67.6,46.0
73.1,40.4
42.1,25.9
61.5,37.4
72.7,47.3
86.0,46.6
54.0,32.2
62.9,43.8
70.6,48.7
69.6,52.4
72.9,38.4
75.3,55.4
60.5,37.2
45.6,33.6
61.0,39.6
56.1,20.4
57.9,23.4
101.7,46.8
76.2,64.6
72.9,43.4
74.8,173.38106
75.2,64.0
61.8,50.8
53.4,29.8
67.4,48.1
70.1,69.0
56.4,33.5
88.5,52.1
73.0,47.9
4.4,34.3
83.6,54.7
56.6,30.7
77.1,43.3
66.1,46.8
61.6,26.4
75.0,59.4
53.4,28.1
57.9,35.6
69.3,32.9
90.0,60.8
68.3,41.3
91.6,131.78409
49.2,35.0
68.8,30.7
70.1,60.0
63.6,164.0757
72.3,49.6
57.9,27.5
62.0,43.1
73.7,48.8
73.2,52.2
76.3,58.0
46.2,31.6
77.4,46.6
66.2,51.7
45.4,24.1
72.4,51.7
183.1,49.2
47.4,26.5
73.7,50.4
63.2,32.0
48.9,29.4
59.3,37.1
nan,34.8
58.2,32.2
68.7,43.7
52.4,27.8
61.8,28.2
56.8,46.1
64.3,35.5
57.5,44.9
71.4,25.4
60.8,52.9
63.2,36.0
6.6,42.1
59.5,44.0
57.8,30.5
61.0,24.6
55.9,32.2
51.0,27.7
52.8,29.6
55.6,34.8
72.7,55.4
56.4,34.7
74.9,58.3
69.9,46.2
68.9,50.6
70.1,49.7
75.9,57.4
53.3,36.2
78.0,52.9
68.2,47.5
72.3,51.2
0.5,32.6
70.8,46.4
65.6,51.8
79.7,38.6
56.3,23.0
57.6,31.0
50.8,32.4
68.5,61.6
59.1,37.7
67.7,52.0
66.8,47.5
76.4,37.2
63.9,39.6
55.3,30.0
49.7,31.8
83.4,63.6
49.2,27.4
65.6,58.0
75.6,54.6
71.6,56.4
78.4,47.2
106.9,66.2
176.9,50.6
51.5,32.6
70.1,136.07047
72.6,49.6
77.1,42.7
70.2,30.5
65.1,47.0
80.5,49.2
51.6,27.5
41.8,22.7
71.4,54.7
53.0,35.2
9.2,162.3869
71.5,44.6
74.1,55.1
71.7,51.0
76.5,62.4
65.5,50.6
75.1,55.9
69.1,64.0
191.7,49.8
77.1,49.1
67.4,49.9
83.8,39.0
67.0,41.8
71.5,50.4
50.7,29.5
45.5,34.2
65.5,42.5
59.6,28.8
69.1,181.3234
75.5,50.0
70.0,48.4
65.4,48.8
53.9,23.4
57.6,31.1
54.0,32.0
177.0,30.7
64.5,56.2
86.7,37.9
197.7,53.9
65.9,42.5
64.9,52.1
58.2,26.4
59.8,55.6
61.4,36.2
73.3,48.0
62.5,32.5
49.0,28.1
81.4,66.4
60.1,54.0
59.1,29.9
49.4,27.8
60.2,35.3
108.3,70.4
76.2,44.9
66.0,39.2
55.4,33.7
77.0,49.0
125.7,69.6
58.1,27.4
53.6,39.4
47.9,34.3
56.8,18.0
85.6,49.7
54.1,24.0
94.1,69.7
90.6,57.2
49.1,36.5
67.3,30.0
70.5,53.6
70.9,53.6
56.0,35.6
75.7,45.1
66.0,59.9
94.9,52.6
103.2,53.2
72.2,37.9
70.6,37.0
87.0,48.8
58.4,56.2
68.6,47.9
63.4,31.9
89.0,54.1
68.9,42.8
72.7,46.9
61.0,47.2
nan,60.6
85.3,67.4
71.1,48.5
83.2,55.2
80.2,42.7
83.3,62.2
49.5,32.4
184.1,40.2
51.6,30.4
69.0,48.4
70.6,41.3
62.7,48.1
93.0,55.8
77.0,58.3
68.3,44.0
68.3,49.1
84.1,69.8
53.9,33.0
54.6,34.6
69.5,30.0
62.4,72.1
75.8,48.6
73.9,37.7
68.4,26.3
57.6,40.4
72.9,23.6
78.2,69.8
60.5,34.1
81.2,58.1
64.3,61.8
64.8,45.6
46.2,26.5
199.7,19.0
67.1,57.7
56.9,22.0
87.5,59.3
66.6,144.08646
77.5,62.8
71.9,53.5
74.3,61.2
65.9,46.2
54.1,119.601
6.5,53.8
53.4,29.2
70.0,43.4
58.5,36.5
82.7,75.2
65.7,35.9
57.3,32.6
65.6,49.2
nan,36.1
74.8,47.2
63.7,39.7
75.3,52.1
58.3,35.3
96.9,67.3
45.5,32.0
73.2,52.8
58.2,26.4
68.1,48.6
65.8,29.2
69.4,57.8
89.6,43.3
9.9,26.0
58.5,26.9
89.2,56.2
65.8,142.54391
76.4,48.2
84.1,60.6
54.7,43.8
74.9,55.9
70.5,59.6
60.0,42.1
66.6,41.0
57.4,34.2
52.8,30.0
66.5,48.0
76.9,40.6
66.3,42.2
72.2,68.5
66.5,29.6
56.7,30.5
103.3,70.8
53.0,24.4
55.0,28.7
47.4,27.7
nan,35.2
65.9,41.9
61.7,55.6
52.8,34.8
51.9,49.9
66.7,44.3
3.7,44.6
56.9,26.0
60.3,31.9
63.1,52.9
81.4,54.7
68.5,56.9
58.8,49.9
78.6,63.1
66.5,48.5
72.0,49.0
53.8,32.0
80.4,55.6
61.7,30.5
60.5,38.5
59.9,41.6
60.9,37.1
72.5,47.5
176.8,33.7
87.2,69.6
78.1,45.5
73.8,44.2
70.0,51.4
46.0,28.4
70.1,54.1
71.2,63.2
81.7,51.5
56.8,36.0
55.4,27.0
80.2,66.2
64.6,24.6
56.9,27.5
72.7,55.1
75.2,64.7
73.3,56.9
57.9,24.6
55.1,30.5
59.7,48.0
57.5,31.0
63.1,43.3
74.4,63.0
54.4,29.9
60.1,31.6
78.0,53.8
46.4,22.6
53.2,22.7
54.1,27.7
72.0,44.4
57.3,25.1
83.6,52.1
7.2,16.9
61.7,52.4
83.0,64.4
82.1,54.1
62.1,49.8
0.8,103.781105
71.0,36.1
74.7,51.7
76.0,39.8
66.5,37.7
66.3,48.0
67.0,46.2
69.0,58.9
92.9,53.5
63.2,24.8
64.5,137.52138
69.5,53.3
54.3,36.0
61.9,62.2
52.3,33.8
55.8,29.9
81.3,55.6
79.4,50.0
84.8,45.8
83.1,59.5
77.9,48.7
70.3,55.9
69.4,43.2
51.6,26.8
59.3,27.8
74.3,58.1
64.0,45.5
73.0,53.0
64.2,55.7
176.5,38.0
70.9,48.2
60.0,33.8
171.3,28.0
59.1,39.0
76.1,50.5
74.8,56.2
56.2,29.2
64.1,28.4
7.2,27.8
66.2,105.89963
79.1,34.8
68.0,41.2
82.6,54.2
48.3,28.7
83.6,74.8
76.8,31.3
83.6,109.3547
62.4,51.5
77.2,56.2
62.5,47.9
61.0,45.7
53.5,27.4
51.3,35.9
76.8,64.4
80.4,49.7
83.6,140.77904
67.3,30.7
45.2,21.2
71.1,50.2
51.5,31.0
67.5,55.8
71.4,49.9
70.5,164.65964
2.1,39.5
50.9,27.7
59.9,32.4
73.2,61.0
59.5,42.4
72.9,49.7
56.9,34.1
71.7,52.0
62.8,33.1
89.8,52.0
54.5,37.6
44.5,28.3
71.0,45.6
69.9,59.4
76.3,50.4
51.4,37.9
76.7,62.2
68.4,55.9
63.9,35.3
54.1,34.7
52.4,33.0
nan,49.6
73.4,61.7
61.1,49.6
56.7,101.80969
64.8,35.9
72.1,52.1
62.4,165.71089
58.8,50.2
54.5,27.2
70.5,32.4
5.6,26.6
64.0,34.9
58.7,32.3
67.9,49.4
58.8,44.3
66.9,45.4
77.1,60.0
69.4,63.1
77.9,62.9
71.0,65.0
53.0,134.76692
82.5,31.6
51.8,25.1
61.0,31.4
69.1,27.1
54.8,24.0
66.3,51.7
73.6,55.0
67.8,50.3
90.7,47.6
75.2,53.5
57.6,32.9
76.6,55.1
82.7,46.9
79.5,56.3
52.1,32.4
65.9,47.2
84.2,53.4
52.9,31.7
77.8,50.3
65.8,49.3
75.9,49.7
70.8,54.8
57.4,42.8
63.4,34.7
76.7,61.0
66.9,57.6
73.7,38.2
62.0,30.0
80.3,62.6
88.5,57.0
78.2,57.1
68.8,52.6
66.6,10.9
51.5,34.8
54.3,28.3
61.2,41.5
58.8,37.2
53.5,32.8
70.2,51.2
61.1,44.8
44.8,31.6
69.3,52.0
53.1,38.2
84.1,54.8
60.9,20.3
48.9,29.6
74.4,70.1
54.0,33.1
73.4,44.6
75.5,40.9
66.9,29.0
56.3,32.9
51.0,27.7
61.3,40.8
62.6,27.7
80.3,65.0
63.8,34.9
70.1,56.2
67.5,56.0
54.4,29.9
66.0,44.3
166.8,65.0
60.8,33.8
196.5,61.7
80.1,60.8
73.6,51.5
55.1,31.2
192.3,68.6
76.8,56.0
81.1,61.6
168.1,31.7
53.4,40.8
79.7,58.9
53.1,32.2
72.1,55.8
74.4,138.18607
66.6,55.9
78.0,35.3
70.9,52.0
8.6,57.0
65.4,64.9
71.3,55.4
54.7,24.8
60.8,40.0
69.9,53.0
68.2,41.4
57.1,54.0
62.0,37.1
73.8,42.7
60.9,32.3
75.6,65.5
63.2,28.8
74.7,48.5
73.8,49.3
75.5,54.5
79.8,51.4
57.7,109.11814
61.2,47.4
70.2,28.1
73.6,52.3
55.5,24.4
46.0,111.9475
74.8,51.6
93.3,38.0
67.4,48.8
65.8,33.2
51.9,28.7
55.9,36.8
75.0,60.4
70.7,53.3
75.3,57.4
70.8,37.6
74.6,60.1
88.7,53.2
52.3,25.1
49.1,31.4
72.8,41.6
92.9,48.1
60.8,37.4
85.9,52.2
72.6,49.7
68.6,41.8
73.4,61.4
74.8,157.98491
64.7,48.1
56.9,22.3
75.6,58.7
55.0,25.0
101.4,55.7
71.5,52.9
69.7,60.0
76.7,55.1
60.8,169.30077
56.1,42.5
70.1,31.4
3.5,35.5
77.9,57.7
81.4,52.7
75.9,62.6
74.5,51.2
50.2,31.2
70.2,50.2
82.4,58.2
71.3,44.8
75.7,50.2
55.9,25.6
64.9,45.0
76.6,182.98862
59.4,22.7
51.0,24.4
58.1,27.4
79.6,58.0
80.4,109.56799
58.8,31.3
59.7,100.47621
76.5,52.7
78.9,53.8
75.6,56.8
66.3,58.0
45.4,30.5
8.3,44.4
74.6,50.0
63.0,44.0
77.7,48.1
47.8,34.1
65.0,44.0
80.9,49.1
64.3,43.1
62.6,50.3
48.1,140.5923
73.1,69.7
77.9,53.3
75.6,56.9
74.0,47.3
68.4,48.1
57.0,33.4
65.0,40.4
60.0,40.4
76.1,70.0
58.4,30.0
65.3,53.6
71.3,44.2
71.2,33.7
77.6,46.8
181.5,61.1
65.7,53.5
80.3,63.2
58.8,36.1
178.7,31.9
68.8,53.9
77.7,48.0
80.3,170.83728
61.2,28.7
80.6,59.6
65.4,50.2
72.0,51.6
77.9,58.9
72.5,66.4
57.2,30.2
72.0,60.0
53.0,46.2
81.2,42.8
64.1,49.6
62.2,45.5
85.9,68.3
81.9,55.1
45.6,31.9
78.2,66.7
63.4,49.8
48.8,27.6
69.8,38.8
81.0,70.9
64.0,43.1
63.4,52.2
51.1,33.2
67.4,40.4
76.9,59.9
58.2,35.5
156.3,42.8
61.9,28.8
76.2,44.4
76.6,44.3
49.9,33.0
193.5,24.5
72.2,71.0
84.4,59.4
89.9,61.8
50.8,35.2
54.4,15.7
60.6,28.0
64.4,47.2
62.2,22.9
63.3,44.4
69.9,147.09224
53.6,20.9
64.5,37.8
68.9,53.6
71.1,60.1
63.2,44.9
nan,47.8
64.3,58.8
72.7,26.6
88.0,69.7
55.2,36.1
60.0,41.4
76.7,56.6
73.0,53.4
59.5,45.2
78.1,53.0
72.1,61.0
75.8,46.0
67.1,51.7
55.6,32.3
67.4,37.2
96.2,52.6
61.2,46.1
75.0,47.5
83.7,55.8
52.5,32.6
65.0,51.5
76.0,46.4
72.0,54.7
73.8,60.1
109.3,43.4
60.6,50.2
71.7,54.1
68.5,60.6
78.0,55.9
69.2,126.52505
60.1,50.0
0.5,168.49304
60.4,51.5
86.8,60.2
66.0,184.4185
3.3,63.2
63.0,28.4
53.0,31.1
81.9,61.7
1.1,68.0
72.9,130.19998
56.8,34.8
75.3,57.5
58.5,43.3
84.5,52.7
196.1,53.5
84.3,61.9
74.0,54.7
51.4,36.1
5.2,33.0
55.4,29.3
70.1,44.5
56.2,30.6
60.5,52.9
75.1,51.6
64.7,46.4
62.7,38.4
83.8,50.3
74.3,54.2
88.9,52.1
82.0,26.5
76.8,63.1
70.8,72.2
106.4,33.8
83.0,55.4
71.1,64.7
67.7,52.4
64.6,50.5
48.7,29.9
77.5,67.1
72.0,58.0
71.6,56.5
54.6,33.8
57.4,141.4657
52.3,26.6
70.8,47.3
63.7,42.9
76.9,64.8
70.7,58.2
76.7,52.3
74.9,48.8
57.9,48.1
84.4,50.9
83.4,49.0
98.5,73.7
162.7,55.8
59.8,49.4
77.9,62.5
52.2,33.5
91.6,62.8
52.0,35.9
65.9,48.4
71.0,25.1
57.4,34.7
70.4,37.8
162.5,40.0
81.2,64.6
70.1,59.9
48.9,30.2
73.6,41.9
66.1,47.2
198.7,57.6
54.5,28.8
90.3,51.1
82.5,62.9
66.5,56.3
72.7,34.2
76.1,44.5
62.4,39.0
71.6,62.5
64.4,29.6
47.1,120.33568
78.9,48.1
64.9,29.5
47.6,42.5
4.1,62.5
72.3,65.5
4.3,62.6
71.2,55.9
59.1,30.0
75.4,67.2
60.4,31.6
80.3,58.8
78.8,123.11555
69.4,38.0
73.6,55.9
56.4,43.1
76.3,65.0
50.4,23.0
57.2,24.8
84.8,51.2
74.1,50.0
67.9,56.4
163.2,54.1
70.5,46.9
39.3,25.9
63.6,37.4
57.7,36.8
76.1,43.8
77.2,57.6
70.7,61.0
72.8,54.8
154.1,49.9
70.4,56.5
57.5,24.5
58.1,34.6
54.8,30.5
67.4,31.9
70.3,48.4
81.1,56.8
70.8,46.9
77.0,177.4753
69.2,57.6
61.1,27.8
46.0,32.6
71.8,29.2
67.9,48.8
59.4,28.3
66.4,34.9
56.5,32.2
61.4,44.8
60.0,29.6
53.2,25.2
69.1,38.0
54.3,50.8
69.8,48.5
57.3,30.2
63.8,32.5
77.9,76.8
51.9,31.4
70.7,166.6844
87.7,58.7
77.2,63.5
52.2,33.1
61.1,35.2
77.9,51.6
54.3,32.3
77.7,42.6
75.6,40.4
60.2,31.0
55.1,31.2
75.6,65.6
45.1,19.9
53.3,32.4
61.7,44.6
59.7,34.8
71.7,53.6
99.5,60.6
86.9,55.9
67.0,55.7
94.5,56.9
81.7,52.3
74.6,57.1
51.8,46.8
71.0,42.2
70.8,57.8
62.5,37.7
53.7,29.2
56.1,39.4
63.1,35.6
82.7,61.1
72.4,46.1
70.2,157.05861
52.2,28.9
79.5,59.0
81.1,60.7
82.9,60.0
79.2,48.2
63.5,50.8
2.1,57.1
61.2,43.7
65.1,34.0
69.7,38.9
65.7,53.3
68.7,54.1
54.0,34.9
193.9,32.8
54.3,28.0
76.8,58.8
83.8,50.6
86.7,54.7
1.9,51.7
78.5,49.9
72.7,120.33636
70.1,59.6
74.4,129.23503
56.5,40.8
71.8,50.5
86.9,41.5
59.4,34.1
66.6,51.7
173.2,34.4
62.9,31.4
65.6,56.5
44.9,31.8
66.1,48.6
70.6,60.1
49.5,30.7
55.7,33.2
55.9,35.5
78.5,57.4
83.3,54.2
83.6,55.6
68.8,56.0
51.6,29.8
77.4,45.0
89.7,57.5
71.7,52.9
53.8,25.2
41.4,31.0
86.8,73.1
52.3,19.8
43.7,34.2
65.5,57.8
55.3,34.8
67.6,37.6
49.3,32.5
6.9,56.6
155.7,76.9
73.8,67.0
52.7,27.7
52.1,20.0
86.0,29.3
69.0,54.4
65.6,60.0
46.9,25.8
59.2,31.6
162.5,42.6
60.3,49.8
78.4,45.2
73.3,57.6
53.3,29.5
66.4,39.1
54.9,34.7
54.7,25.6
165.4,34.4
57.6,35.5
52.8,41.5
93.7,58.4
67.3,41.9
55.3,33.0
68.1,38.2
61.3,39.8
49.6,28.0
89.8,42.0
73.8,50.9
53.6,37.2
70.7,32.2
76.1,46.9
48.1,28.0
67.7,36.4
71.9,58.6
56.3,34.0
91.6,46.9
76.4,49.2
80.0,44.9
83.9,120.708534
94.1,60.5
59.4,32.9
69.5,53.3
70.0,64.0
81.4,48.5
69.0,42.4
78.6,64.8
88.2,58.6
66.2,53.2
64.4,38.6
63.6,35.8
57.6,46.6
68.3,109.472786
64.0,194.63446
70.4,47.3
60.2,28.8
71.4,51.4
63.1,41.0
71.5,58.4
52.1,39.1
43.2,27.2
72.9,58.7
55.1,31.0
7.6,48.0
52.6,34.8
53.3,28.1
51.3,29.8
54.0,31.7
58.8,30.0
52.3,19.0
102.9,78.6
60.1,45.6
64.7,41.8
51.0,23.9
66.9,48.7
72.2,43.9
52.6,21.6
84.4,56.9
80.0,49.0
70.7,42.0
73.5,178.17453
53.1,36.0
69.5,52.8
55.0,32.0
72.1,57.8
55.0,30.4
53.7,44.3
64.1,53.5
64.9,51.0
72.0,136.99059
71.6,43.1
86.9,62.0
159.7,69.2
64.0,46.9
74.0,50.3
51.1,24.8
53.2,29.2
87.5,80.5
71.2,44.5
57.0,31.9
82.0,53.5
78.3,66.6
52.0,34.0
52.4,161.12616
67.3,58.2
85.5,45.8
97.0,51.8
